"TAZ","access_nearby_sov","access_transit","access_walk","N_NH_K12_All_sov_AM","N_NH_K12_All_sov_MD","N_NH_K12_All_sov_PM","N_NH_K12_All_sov_NT","N_NH_K12_All_hov2_AM","N_NH_K12_All_hov2_MD","N_NH_K12_All_hov2_PM","N_NH_K12_All_hov2_NT","N_NH_K12_All_hov3_AM","N_NH_K12_All_hov3_MD","N_NH_K12_All_hov3_PM","N_NH_K12_All_hov3_NT","N_NH_K12_All_walkbike_AM","N_NH_K12_All_walkbike_MD","N_NH_K12_All_walkbike_PM","N_NH_K12_All_walkbike_NT","N_NH_OME_All_sov_AM","N_NH_OME_All_sov_MD","N_NH_OME_All_sov_PM","N_NH_OME_All_sov_NT","N_NH_OME_All_hov2_AM","N_NH_OME_All_hov2_MD","N_NH_OME_All_hov2_PM","N_NH_OME_All_hov2_NT","N_NH_OME_All_hov3_AM","N_NH_OME_All_hov3_MD","N_NH_OME_All_hov3_PM","N_NH_OME_All_hov3_NT","N_NH_OME_All_walkbike_AM","N_NH_OME_All_walkbike_MD","N_NH_OME_All_walkbike_PM","N_NH_OME_All_walkbike_NT","N_NH_OME_All_t_AM","N_NH_OME_All_t_MD","N_NH_OME_All_t_PM","N_NH_OME_All_t_NT","N_NH_O_All_sov_AM","N_NH_O_All_sov_MD","N_NH_O_All_sov_PM","N_NH_O_All_sov_NT","N_NH_O_All_hov2_AM","N_NH_O_All_hov2_MD","N_NH_O_All_hov2_PM","N_NH_O_All_hov2_NT","N_NH_O_All_hov3_AM","N_NH_O_All_hov3_MD","N_NH_O_All_hov3_PM","N_NH_O_All_hov3_NT","N_NH_O_All_auto_pay_AM","N_NH_O_All_auto_pay_MD","N_NH_O_All_auto_pay_PM","N_NH_O_All_auto_pay_NT","N_NH_O_All_walkbike_AM","N_NH_O_All_walkbike_MD","N_NH_O_All_walkbike_PM","N_NH_O_All_walkbike_NT","N_NH_O_All_t_AM","N_NH_O_All_t_MD","N_NH_O_All_t_PM","N_NH_O_All_t_NT","W_NH_EK12_All_sov_AM","W_NH_EK12_All_sov_MD","W_NH_EK12_All_sov_PM","W_NH_EK12_All_sov_NT","W_NH_EK12_All_hov2_AM","W_NH_EK12_All_hov2_MD","W_NH_EK12_All_hov2_PM","W_NH_EK12_All_hov2_NT","W_NH_EK12_All_hov3_AM","W_NH_EK12_All_hov3_MD","W_NH_EK12_All_hov3_PM","W_NH_EK12_All_hov3_NT","W_NH_EK12_All_walkbike_AM","W_NH_EK12_All_walkbike_MD","W_NH_EK12_All_walkbike_PM","W_NH_EK12_All_walkbike_NT","W_NH_O_All_sov_AM","W_NH_O_All_sov_MD","W_NH_O_All_sov_PM","W_NH_O_All_sov_NT","W_NH_O_All_hov2_AM","W_NH_O_All_hov2_MD","W_NH_O_All_hov2_PM","W_NH_O_All_hov2_NT","W_NH_O_All_hov3_AM","W_NH_O_All_hov3_MD","W_NH_O_All_hov3_PM","W_NH_O_All_hov3_NT","W_NH_O_All_walkbike_AM","W_NH_O_All_walkbike_MD","W_NH_O_All_walkbike_PM","W_NH_O_All_walkbike_NT","W_NH_O_All_t_AM","W_NH_O_All_t_MD","W_NH_O_All_t_PM","W_NH_O_All_t_NT","W_NH_WR_All_sov_AM","W_NH_WR_All_sov_MD","W_NH_WR_All_sov_PM","W_NH_WR_All_sov_NT","W_NH_WR_All_hov2_AM","W_NH_WR_All_hov2_MD","W_NH_WR_All_hov2_PM","W_NH_WR_All_hov2_NT","W_NH_WR_All_hov3_AM","W_NH_WR_All_hov3_MD","W_NH_WR_All_hov3_PM","W_NH_WR_All_hov3_NT","W_NH_WR_All_auto_pay_AM","W_NH_WR_All_auto_pay_MD","W_NH_WR_All_auto_pay_PM","W_NH_WR_All_auto_pay_NT","W_NH_WR_All_walkbike_AM","W_NH_WR_All_walkbike_MD","W_NH_WR_All_walkbike_PM","W_NH_WR_All_walkbike_NT"
1493,9.80048,4.20423,2.94694,0.227957,0.578933,0.497349,0.593686,0.487216,1.23439,1.06491,1.2468,0.961803,2.34952,2.06218,2.32747,0.191908,0.264435,0.247306,0.213126,19.3779,134.091,70.7936,80.186,20.718,97.7328,56.6183,64.292,10.2025,60.1053,33.5974,38.9222,2.41574,13.9394,7.60225,8.19756,0.669713,1.67247,1.48854,1.251,10.3284,30.9166,23.8882,28.3551,12.2785,32.9623,24.7952,24.3755,5.74072,15.7914,12.9954,15.0603,0.0786512,0.228147,0.17446,0.261213,2.87041,11.2806,7.66842,7.90931,1.73774,3.22656,3.04904,2.33067,2.92316,2.39408,3.81849,4.22794,1.46916,1.54789,2.86625,3.91396,0.909703,0.960701,1.77466,2.42731,0.00,0.00,0.00,0.00,50.8691,53.7193,99.2391,135.727,12.5733,11.9733,21.0075,26.8638,5.74349,5.5512,9.80196,12.6816,14.9709,13.0847,21.9485,26.084,1.1998,0.941466,2.17541,2.20014,7.65781,6.49691,10.6171,12.2372,1.14609,1.21028,2.23594,3.05786,2.25604,1.84955,2.95792,3.28507,0.109865,0.11431,0.212656,0.29126,1.71873,1.43177,2.31518,2.61749
1494,10.0714,4.79166,3.25462,0.301964,0.750895,0.655655,0.751726,0.663164,1.65432,1.45061,1.63056,1.35346,3.26093,2.909,3.14902,0.265288,0.384588,0.360876,0.312037,61.6012,661.177,323.974,368.369,43.1213,357.746,183.609,208.254,27.6275,275.521,137.021,156.42,5.4391,47.0739,24.1086,26.889,1.83727,8.17116,5.66577,5.19749,15.4362,63.7576,42.8248,49.1175,19.3317,65.6881,46.223,46.4124,8.64932,30.5157,22.2617,24.9128,0.108939,0.315101,0.236494,0.359709,5.64758,35.4751,20.2999,21.7926,3.40804,7.20416,6.71904,5.35307,4.36041,3.97688,6.78333,8.13845,3.53795,3.83041,7.14766,9.6451,2.24023,2.42845,4.52798,6.1128,0.00,0.00,0.00,0.00,125.256,135.776,253.169,341.766,25.9611,26.5528,48.1971,62.9229,12.2055,12.6241,23.0166,30.2673,24.6673,23.8002,42.0516,52.799,2.62005,1.86813,5.08803,4.5851,12.3432,11.6588,20.291,25.0516,2.82174,3.05864,5.70335,7.69897,3.53375,3.19832,5.43697,6.48813,0.270756,0.288992,0.542747,0.733909,2.65459,2.46773,4.26044,5.1965
1495,9.90168,4.92682,3.11814,8.13113,6.10927,5.01967,3.46492,18.9392,14.1779,11.6466,7.98786,31.9363,24.1411,19.8876,13.7006,7.10731,5.11722,4.20699,2.75284,9.80801,29.4741,22.8175,25.9913,13.7384,38.4748,30.9314,36.1046,6.20398,18.4161,14.5356,17.2524,3.15477,5.35967,4.30523,3.91889,0.846967,1.30857,1.59164,1.15578,9.616,24.4338,21.1187,24.2837,12.1274,27.0385,24.6362,24.0198,48.6801,44.3025,37.1033,29.6266,0.0775772,0.222487,0.17418,0.254088,2.47478,6.07311,5.26292,4.97831,2.1374,3.24085,3.91203,2.85572,82.9752,11.6325,43.7215,25.0792,28.194,4.18006,15.2632,9.21413,10.9792,1.70738,6.06747,3.79151,0.00,0.00,0.00,0.00,40.885,18.145,41.078,44.3561,3.04369,3.03286,5.42659,7.00705,1.39224,1.40669,2.52617,3.29303,3.4806,3.22574,5.63525,6.90985,0.414506,0.332365,0.776421,0.816817,12.4809,2.92016,8.11117,6.10035,0.300165,0.32498,0.602317,0.817583,0.472678,0.407577,0.673554,0.771463,0.0288177,0.0307147,0.0573352,0.0779412,0.373806,0.325677,0.543071,0.629259
1496,9.88906,5.27059,3.45037,4.32181,3.26036,2.6937,1.86886,10.0866,7.58199,6.26354,4.31857,17.0302,12.9323,10.7228,7.42194,3.80827,2.73834,2.26286,1.47918,5.86173,17.4874,13.6406,15.3109,8.3197,23.3929,18.8193,21.6436,3.75852,11.1438,8.86423,10.3929,1.7573,2.87221,2.52207,2.14658,0.528766,0.792016,1.07871,0.71289,5.69364,14.4515,12.6747,14.4093,7.0849,15.8365,14.6645,13.9531,26.1674,24.291,20.5766,16.5835,0.0537044,0.150995,0.119442,0.172242,1.40796,3.29908,3.00222,2.75043,1.33283,1.99975,2.63815,1.76629,64.0474,8.99211,34.3706,19.3968,21.7547,3.22011,11.9723,7.09021,8.47611,1.31966,4.76749,2.9293,0.00,0.00,0.00,0.00,31.4535,13.8797,31.9234,33.9388,2.24667,2.25129,4.08133,5.23342,1.04656,1.06153,1.93473,2.50176,2.37729,2.2098,3.86994,4.70021,0.264986,0.180084,0.469747,0.438163,9.57464,2.21191,6.29489,4.65168,0.229102,0.247744,0.464873,0.623807,0.34221,0.298085,0.500433,0.573418,0.0219404,0.0233555,0.0441026,0.0592917,0.262106,0.232781,0.395448,0.461079
1497,10.0584,5.38689,3.18874,0.146254,0.383627,0.330395,0.392386,0.320328,0.844464,0.728808,0.850993,0.628701,1.60181,1.40713,1.58304,0.0601923,0.10733,0.103457,0.090289,8.71711,44.5951,26.5839,30.4608,11.0843,41.9777,27.9356,32.6009,5.29281,23.5796,15.0547,17.8515,0.953427,3.90174,2.4818,2.56645,0.540318,1.11484,1.2261,0.925629,6.50736,18.4043,15.0653,17.9345,7.29219,18.4783,15.304,15.1252,3.73664,10.0621,8.56311,9.88802,0.067987,0.195524,0.151859,0.222266,1.22222,3.61156,2.88056,2.74152,1.34312,2.37249,2.67783,1.94074,0.692556,0.63826,1.09274,1.30559,0.559923,0.614438,1.14426,1.54143,0.357488,0.392523,0.730746,0.98456,0.00,0.00,0.00,0.00,19.9862,21.9444,40.8541,55.0424,4.05794,4.22389,7.68351,10.0392,1.92677,2.02469,3.6959,4.85926,3.86324,3.76562,6.64911,8.31061,0.482337,0.287678,0.826995,0.711123,1.96179,1.87365,3.26929,4.02194,0.450208,0.494309,0.920283,1.23985,0.53968,0.49803,0.853024,1.02229,0.0431734,0.0466321,0.0874626,0.118029,0.41861,0.394226,0.683137,0.831249
1498,10.1121,5.65802,3.20422,0.266585,0.686779,0.620483,0.70198,0.582147,1.50163,1.35454,1.51173,1.15872,2.88383,2.65564,2.84657,0.221916,0.312766,0.30345,0.252891,27.85,238.718,124.163,140.828,25.4864,149.783,86.522,98.2652,14.1338,104.947,56.9939,65.5243,3.08919,20.5163,11.7121,12.5039,1.29723,4.93453,4.32255,3.4244,12.414,40.607,31.7931,36.2146,14.4638,40.8773,33.2717,31.9104,7.07736,20.9883,17.4856,19.3322,0.110887,0.333585,0.284957,0.382557,3.55565,16.2911,10.7339,10.9111,2.73962,5.60686,6.9529,4.48418,2.85227,2.50435,4.21996,4.82714,1.90864,2.07001,3.88438,5.23535,1.19274,1.2968,2.43007,3.27795,0.00,0.00,0.00,0.00,66.6872,72.5029,135.865,183.266,15.0598,15.0798,27.2574,34.9122,6.95313,7.0665,12.8494,16.6309,15.5195,14.5193,25.4835,31.004,1.70987,1.22679,4.24125,2.97426,7.78901,7.09892,12.2179,14.4948,1.50229,1.63326,3.06063,4.12833,2.34856,2.04129,3.42233,3.88542,0.144426,0.154464,0.291638,0.393924,1.71125,1.53033,2.60877,3.04487
1499,9.42571,3.57536,2.19557,0.0262756,0.0645291,0.0550584,0.0645081,0.0571155,0.13924,0.119572,0.136963,0.116587,0.27392,0.238715,0.264121,0.0298779,0.0410661,0.0376233,0.0330732,1.23577,4.54099,3.03034,3.4667,1.67475,5.13869,3.70779,4.32844,0.744322,2.51799,1.77939,2.1127,0.235296,0.97317,0.613758,0.675,0.0625272,0.109403,0.0992162,0.0927301,1.09841,2.8133,2.33383,2.74579,1.40783,3.16939,2.69298,2.6962,0.649869,1.58587,1.35727,1.54168,0.00576573,0.0170296,0.0127369,0.0196278,0.39249,1.08148,0.852521,0.870333,0.171612,0.270688,0.26058,0.238893,0.0736304,0.0713066,0.125913,0.161334,0.0845283,0.0896903,0.166619,0.225736,0.0517745,0.0551219,0.102097,0.138563,0.00,0.00,0.00,0.00,2.89512,3.08236,5.70963,7.74819,0.546752,0.567298,1.03947,1.39111,0.258861,0.269982,0.4946,0.664947,0.507702,0.50892,0.926656,1.21453,0.057496,0.0439003,0.0982045,0.112147,0.223062,0.221245,0.39576,0.515031,0.0652272,0.0694472,0.12865,0.174568,0.058163,0.05622,0.099166,0.127009,0.00621173,0.00651382,0.0121447,0.0165212,0.050201,0.0481793,0.0850185,0.108305
1500,9.42761,4.059,2.4156,0.0411623,0.102634,0.0863712,0.102642,0.0892042,0.220707,0.187051,0.217175,0.181674,0.433846,0.372609,0.418506,0.0618902,0.0799907,0.0723518,0.0632842,1.77749,5.79842,4.15934,4.8816,2.47142,7.15542,5.44964,6.54445,1.10213,3.43154,2.56071,3.10935,0.432589,1.90854,1.20047,1.35166,0.108256,0.210097,0.176467,0.17474,1.70801,4.37997,3.62678,4.33385,2.13754,4.79121,4.11616,4.23759,1.01347,2.49569,2.11409,2.43578,0.00986563,0.0296976,0.021713,0.0340968,0.700445,2.04245,1.56126,1.62973,0.293598,0.481174,0.447989,0.430436,0.13797,0.129055,0.222849,0.277706,0.141336,0.150145,0.278882,0.378015,0.0835813,0.0893316,0.165055,0.224426,0.00,0.00,0.00,0.00,4.67363,4.99522,9.2302,12.5493,0.931677,0.956958,1.74005,2.31334,0.432903,0.448233,0.814976,1.0902,0.964871,0.947173,1.71241,2.21286,0.130688,0.105606,0.232846,0.26817,0.403916,0.389485,0.684007,0.871743,0.105296,0.112542,0.207971,0.282732,0.109302,0.101971,0.175814,0.218937,0.0100311,0.0105665,0.0196573,0.0267801,0.0956641,0.0882168,0.152042,0.187766
1501,9.49002,5.19882,2.91601,2.49858,1.99697,1.64254,1.20372,5.6708,4.50272,3.70155,2.68492,9.5836,7.73463,6.39398,4.66196,2.21774,1.64716,1.35936,0.91207,9.86184,71.0911,38.2955,43.6735,10.2521,49.7891,30.3599,34.849,5.18194,31.7738,18.0825,21.0348,1.81096,7.61459,4.641,4.79809,0.510137,1.32224,1.35786,1.02068,5.69387,16.9098,13.5295,15.5466,7.00392,17.9891,15.0827,14.6326,15.5841,17.6372,14.5914,12.9321,0.0419663,0.128322,0.101041,0.146779,1.82684,6.75179,4.79927,4.8346,1.22752,2.2502,2.64936,1.9097,53.1765,7.8673,28.4894,17.0254,18.4353,3.2289,10.7093,7.2972,7.31003,1.45014,4.51123,3.32887,0.00,0.00,0.00,0.00,44.7096,31.8544,63.5392,79.3682,5.42021,5.61739,10.1798,13.5107,2.55882,2.67569,4.86104,6.4918,5.10225,5.02606,8.94684,11.4771,0.626278,0.419565,1.24299,1.05145,9.34247,3.29653,7.71657,7.2578,0.612788,0.664273,1.22697,1.6723,0.674032,0.628241,1.0795,1.32753,0.0585441,0.0625698,0.116421,0.158955,0.532137,0.504082,0.874963,1.08964
1502,9.77106,5.12967,3.06827,0.118856,0.299888,0.268092,0.302977,0.259347,0.65182,0.584526,0.648223,0.521097,1.26184,1.15631,1.2306,0.072577,0.113251,0.111903,0.0937456,12.515,109.31,56.2817,63.6402,11.3057,67.9728,38.6778,43.8437,6.26989,47.5572,25.5366,29.2589,1.20336,8.12862,4.50326,4.82338,0.562139,1.75221,1.50616,1.24223,5.4387,17.748,13.6518,15.524,6.50962,18.1101,14.6612,14.0386,3.11119,9.1076,7.49272,8.24522,0.0420018,0.119145,0.0968339,0.13676,1.47529,6.80584,4.45471,4.47198,1.19235,2.14028,2.49707,1.72807,1.06541,1.01361,1.78535,2.1989,1.03709,1.1206,2.0987,2.81619,0.660447,0.714148,1.33689,1.79433,0.00,0.00,0.00,0.00,36.9274,39.9309,74.7489,100.325,7.17428,7.46478,13.7425,18.0328,3.41714,3.58062,6.61542,8.72132,6.34431,6.31988,11.414,14.5554,0.792209,0.471403,1.84439,1.19436,3.13408,3.07152,5.4922,6.91867,0.831903,0.899586,1.68394,2.26013,0.855465,0.808419,1.42012,1.74305,0.0790397,0.0840731,0.15846,0.213127,0.662472,0.641073,1.1393,1.42235
1503,9.48374,5.6824,3.32557,0.0239666,0.0684279,0.0562583,0.0699033,0.0508486,0.14617,0.119648,0.147403,0.0977823,0.270303,0.22686,0.267963,0.0684433,0.0761798,0.0695784,0.0573923,4.05601,45.2297,21.7966,25.2865,3.01885,25.3413,12.9737,15.3426,1.8755,18.8091,9.24969,10.901,1.10291,6.6753,3.78301,4.3483,0.267857,1.42402,0.961268,0.959999,1.16541,5.03154,3.3465,4.09717,1.14841,4.26918,2.9972,3.13762,0.620661,2.36054,1.67458,2.01028,0.102841,0.355316,0.242293,0.401736,0.656306,3.61421,2.15532,2.34215,0.463811,1.18679,1.14235,0.928039,0.68775,0.693185,1.19105,1.51522,0.712523,0.803072,1.46513,2.00086,0.448224,0.506494,0.922613,1.26107,0.00,0.00,0.00,0.00,25.0625,28.3185,51.587,70.5068,4.81552,5.26283,9.43619,12.6626,2.28697,2.52163,4.52813,6.10947,4.2998,4.5048,7.96897,10.4305,0.652919,0.436523,1.53298,1.10964,2.04624,2.11908,3.69641,4.79257,0.564632,0.637941,1.16218,1.58832,0.549029,0.552486,0.943649,1.20019,0.053781,0.0596758,0.109645,0.149941,0.43956,0.446423,0.772991,0.990201
1504,9.67594,5.11731,2.9533,0.0866251,0.217167,0.196505,0.21532,0.190474,0.47539,0.431812,0.463708,0.390569,0.94089,0.872787,0.899624,0.148061,0.177146,0.166686,0.136234,11.3595,107.834,53.8686,60.2742,9.62918,64.889,34.8346,38.567,5.42413,46.0136,23.7092,26.7607,1.43714,9.97872,5.4355,5.87715,0.486929,1.71544,1.43856,1.19041,4.0629,14.2817,10.5715,11.6919,5.37261,16.0141,12.2597,11.4581,2.32044,7.14247,5.76162,6.17526,0.0255776,0.0737968,0.0607895,0.0853945,1.69613,8.12199,5.20382,5.37756,1.04036,2.03875,2.24278,1.58651,1.24086,1.15117,1.99568,2.37315,1.05876,1.15565,2.17185,2.89386,0.663394,0.725828,1.36242,1.81622,0.00,0.00,0.00,0.00,37.0922,40.5836,76.176,101.548,7.56928,7.85369,14.4129,18.6289,3.56072,3.73021,6.87439,8.93926,7.28137,7.13567,12.7984,15.9396,0.913564,0.595832,2.22603,1.49201,3.53969,3.39925,6.00131,7.34115,0.835618,0.914284,1.71609,2.28767,0.991833,0.915082,1.58342,1.87843,0.0791388,0.0851191,0.160904,0.215037,0.770598,0.72541,1.26866,1.52979
1505,9.27708,4.41187,2.4761,0.0795485,0.197535,0.174257,0.197873,0.171644,0.423417,0.375723,0.417393,0.348879,0.830728,0.750999,0.803014,0.103552,0.133445,0.124905,0.105523,4.2581,18.2093,11.2651,12.3701,5.64678,19.1941,12.8698,14.2579,2.46985,9.49451,6.27749,7.16689,0.814205,3.78888,2.28283,2.40849,0.228871,0.440953,0.487894,0.366728,3.34931,8.85202,7.42812,8.45206,4.35732,10.4322,8.74592,8.27146,1.93975,4.83979,4.26191,4.68969,0.0209782,0.0591846,0.0464148,0.0691185,1.19285,3.64136,2.82213,2.81076,0.623416,1.05533,1.17891,0.869394,0.518985,0.446734,0.751478,0.853474,0.35525,0.376968,0.711299,0.951194,0.213443,0.227581,0.428067,0.573346,0.00,0.00,0.00,0.00,11.9332,12.7244,23.9333,32.0558,2.76207,2.70468,4.89649,6.21949,1.25712,1.24853,2.27442,2.91908,3.00914,2.77659,4.91706,5.98041,0.391737,0.264958,0.679315,0.647578,1.41337,1.26255,2.17089,2.55652,0.268812,0.286652,0.539148,0.722125,0.432664,0.367734,0.614343,0.691486,0.0254613,0.026717,0.0506496,0.0679821,0.322955,0.280746,0.475983,0.547729
1506,9.7909,4.44786,2.86442,0.0930063,0.235562,0.204318,0.239912,0.201339,0.507648,0.442857,0.509229,0.402543,0.97906,0.870071,0.963041,0.074618,0.108945,0.103018,0.0891925,5.73756,30.0243,17.4718,19.7971,7.05581,26.7998,17.3524,19.8935,3.2926,14.8554,9.26525,10.8419,0.828424,4.04678,2.3855,2.55322,0.285198,0.604797,0.631085,0.494082,4.07331,11.2538,9.19014,10.8047,4.95135,12.215,10.041,9.80208,2.34137,6.08023,5.20924,5.93191,0.0311536,0.0933496,0.0696455,0.107562,1.13518,3.67564,2.75869,2.76039,0.743114,1.31632,1.42226,1.07107,0.629267,0.546086,0.905438,1.05401,0.433926,0.461158,0.859101,1.16583,0.267506,0.285139,0.529899,0.720208,0.00,0.00,0.00,0.00,14.958,15.9434,29.6301,40.2698,3.25758,3.24091,5.8276,7.5947,1.51476,1.52391,2.75113,3.61343,3.54418,3.27602,5.69736,7.03334,0.351606,0.274797,0.6783,0.674168,1.72332,1.55079,2.63119,3.17056,0.336997,0.359187,0.667551,0.907223,0.482899,0.420373,0.699124,0.817871,0.0322848,0.033901,0.0635054,0.086396,0.386406,0.339766,0.569589,0.672728
1507,9.50308,3.75153,2.42564,0.0293639,0.0716301,0.0619109,0.0711035,0.0636071,0.154852,0.133976,0.151194,0.130962,0.308501,0.270506,0.295123,0.0683967,0.0807253,0.0730511,0.0620744,1.31998,4.58867,3.21513,3.65963,1.78055,5.25679,3.97651,4.62232,0.792571,2.57361,1.88837,2.23148,0.41508,1.95303,1.22106,1.3524,0.0856425,0.163859,0.172646,0.129636,1.22183,3.08776,2.60998,3.01728,1.60529,3.59615,3.13996,3.12967,0.73004,1.77517,1.53383,1.71528,0.00661338,0.0192386,0.0149935,0.0220344,0.635518,1.96763,1.47647,1.54686,0.236373,0.355896,0.422348,0.311816,0.0653576,0.0659511,0.119521,0.158016,0.0954097,0.100104,0.187242,0.253224,0.0539757,0.0570851,0.105986,0.144,0.00,0.00,0.00,0.00,3.01828,3.19212,5.92696,8.05222,0.56316,0.58756,1.0881,1.46729,0.260852,0.273458,0.504925,0.683496,0.593212,0.603341,1.12973,1.50026,0.101904,0.0905882,0.199029,0.234503,0.206402,0.211007,0.385136,0.513105,0.0680038,0.0719198,0.133545,0.181418,0.0514512,0.0518609,0.093977,0.124207,0.00650148,0.00677901,0.0126738,0.0172397,0.0535224,0.0505701,0.0894037,0.113398
1508,9.60497,3.95726,2.60263,0.0954267,0.247048,0.209269,0.254587,0.203941,0.526591,0.447034,0.534588,0.398145,0.991524,0.854949,0.987982,0.0497444,0.0784806,0.0734092,0.0653177,4.85378,19.102,12.3429,14.3706,6.70404,21.8083,15.217,18.1224,3.0241,10.7885,7.44186,9.03234,0.571462,2.26484,1.39508,1.47887,0.212951,0.359715,0.382818,0.314072,4.10508,11.117,9.10387,11.0918,4.48753,10.8082,8.86463,9.00704,2.31554,5.99154,5.07094,6.00688,0.0309338,0.0905355,0.0687218,0.104489,0.851654,2.30793,1.85938,1.82714,0.56698,0.927539,0.955526,0.772968,0.433483,0.383565,0.643532,0.765542,0.327936,0.34871,0.648443,0.879752,0.206096,0.219495,0.407627,0.553482,0.00,0.00,0.00,0.00,11.5246,12.2737,22.7947,30.9491,2.42067,2.42698,4.37751,5.7356,1.13463,1.14934,2.08108,2.747,2.43599,2.28569,3.99354,4.99364,0.205776,0.153259,0.376454,0.373019,1.21004,1.10949,1.9029,2.33495,0.259652,0.276526,0.51359,0.697275,0.339208,0.300103,0.503987,0.600137,0.0247751,0.0259877,0.0486144,0.066118,0.264471,0.238043,0.404321,0.488617
1509,9.29998,2.75964,0.922422,0.180462,0.490935,0.406875,0.493007,0.384607,1.04572,0.868233,1.03189,0.765255,2.01488,1.68653,1.94853,0.185678,0.255092,0.225835,0.20199,12.2441,66.1355,36.047,39.5469,15.5404,63.1484,36.7559,40.3937,6.72709,31.8246,18.7082,21.2821,1.66859,7.56123,4.15558,4.24129,0.250472,0.425365,0.443432,0.342603,7.86959,23.5364,18.0875,21.6391,10.0462,28.2307,19.6789,19.7346,4.35518,12.1854,9.92387,11.7034,0.0292548,0.0922836,0.0716515,0.105615,2.25443,7.01522,5.20982,5.42667,0.782765,1.28172,1.28848,1.01587,2.16768,1.84939,3.01504,3.15183,0.934833,1.06997,2.11441,2.67185,0.594031,0.680893,1.34552,1.69973,0.00,0.00,0.00,0.00,33.2242,38.0776,75.2534,95.0564,8.54938,8.64751,15.9348,18.937,3.90115,4.02024,7.47674,8.97644,10.4307,9.47458,16.2584,18.0075,0.525545,0.388662,0.697375,0.800248,5.59608,4.95574,8.32763,9.01095,0.748699,0.857964,1.69578,2.14186,1.63924,1.40578,2.30717,2.41955,0.0705198,0.0798122,0.159421,0.200987,1.23695,1.07874,1.79267,1.91462
1510,9.7418,3.78736,2.00604,0.32919,0.877142,0.739904,0.870145,0.704017,1.88162,1.57568,1.82525,1.37585,3.54893,3.0137,3.37185,0.0948932,0.194643,0.180324,0.158835,22.822,148.553,80.4358,90.4742,26.0472,115.647,70.734,80.8295,12.6954,69.1636,40.1053,46.3817,1.71375,9.12384,5.07895,5.02761,0.65171,0.961911,1.39166,0.733178,14.5597,43.7562,34.1939,40.1809,15.9492,42.4198,32.9841,32.383,8.18237,23.0137,18.7208,21.4594,0.0798371,0.232561,0.188307,0.259765,2.58712,9.16091,6.44454,6.17257,1.68351,2.2597,3.19253,1.73553,1.78657,1.67187,2.86854,3.29058,1.38002,1.55252,2.93357,3.78637,0.885976,0.996755,1.8834,2.43091,0.00,0.00,0.00,0.00,49.5369,55.7269,105.304,135.913,10.3744,10.9539,20.0811,25.0444,4.87808,5.21814,9.61613,12.0796,9.7076,9.62601,17.0845,20.4757,0.638554,0.425151,1.21565,0.941966,5.02404,4.87563,8.5476,10.0868,1.11596,1.25532,2.37225,3.06173,1.45041,1.34729,2.30358,2.62617,0.10653,0.117682,0.223862,0.290134,1.06373,1.02038,1.77742,2.07951
1511,9.33534,2.88557,1.77861,0.0959972,0.253114,0.205844,0.253747,0.211269,0.556495,0.450451,0.54815,0.426491,1.09043,0.886337,1.05374,0.22572,0.267491,0.234316,0.20561,5.45822,29.0829,16.8076,19.5331,6.73395,25.919,16.745,19.9329,3.14187,14.2953,8.87971,10.6452,1.24454,5.6899,3.48863,3.90236,0.152966,0.321776,0.270627,0.245906,4.06931,11.6093,9.0146,11.0828,4.99581,12.769,9.72517,10.6057,2.39114,6.46545,5.14504,6.21272,0.0180759,0.0542883,0.0418437,0.0626737,1.94333,6.03775,4.41635,4.78706,0.484588,0.7894,0.756695,0.680858,0.743816,0.665686,1.11384,1.28857,0.519902,0.570023,1.08124,1.4289,0.325014,0.357315,0.67704,0.895008,0.00,0.00,0.00,0.00,18.1757,19.9812,37.8664,50.0494,3.95677,4.0481,7.38432,9.40077,1.83705,1.90386,3.48702,4.47933,4.11267,3.91363,6.87089,8.36343,0.289157,0.217988,0.413167,0.510878,2.04673,1.90107,3.26517,3.89267,0.409536,0.450197,0.8533,1.12767,0.586459,0.523852,0.877559,1.01363,0.0388318,0.0420157,0.0802796,0.106211,0.451251,0.41065,0.697536,0.818772
1512,9.32602,3.06278,1.68387,0.0795372,0.211172,0.172284,0.212686,0.171913,0.455116,0.369935,0.449357,0.341769,0.873959,0.714664,0.845797,0.114339,0.137361,0.119758,0.10508,3.79976,14.3069,9.29507,10.9279,5.3122,17.2025,11.9196,14.3068,2.35253,8.21673,5.67971,6.92772,0.618386,2.48287,1.54305,1.68137,0.131135,0.234882,0.210854,0.190522,3.344,9.22592,7.32886,9.04245,3.89529,9.59189,7.40996,7.93996,1.92809,5.09188,4.12774,4.98196,0.0154171,0.0459973,0.0358222,0.0531927,1.03392,2.84356,2.17623,2.29201,0.387028,0.638953,0.58755,0.522146,0.287876,0.274088,0.477708,0.57067,0.256174,0.284532,0.542828,0.711633,0.159673,0.177947,0.33914,0.444654,0.00,0.00,0.00,0.00,8.92927,9.95072,18.9668,24.8651,1.78432,1.89849,3.53507,4.53013,0.840421,0.902568,1.68396,2.17016,1.73487,1.73879,3.1518,3.91454,0.138127,0.106984,0.225568,0.260852,0.827576,0.814958,1.45124,1.77442,0.201191,0.224197,0.427381,0.560234,0.223838,0.213636,0.37312,0.446304,0.0189767,0.0207997,0.0400407,0.0524962,0.181721,0.174799,0.307802,0.370841
